nodo,id,tipo,manifiestos,empresa
PECLL,1,PUERTO,1417,None
A GORYU,2,NAVE,22,7770- TRABAJOS MARITIMOS S.A.
A. IDEFIX,3,NAVE,6,5009- TERMINALES PORTUARIOS PERUANOS SAC
A.P.MOLLER,4,NAVE,3,5030- MAERSK LINE PERU S.A.C.
AFRICAN ARROW,5,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
AFRICAN HORNBILL,6,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
AFRICAN LUNDE,7,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
AKADIMOS,8,NAVE,1,5059- MERCATOR PERU - OPERADOR LOGISTICO S.A.C.
ALAM SURIA,9,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
ALBERTITO,10,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
ALEXIA,11,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
ALGOL,12,NAVE,21,5009- TERMINALES PORTUARIOS PERUANOS SAC
ALICANTE KNUTSEN,13,NAVE,2,0217- COSMOS AGENCIA MARITIMA SAC
ALKYONI,14,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
ALLUMER,15,NAVE,1,5075- AERODOC SOCIEDAD ANONIMA CERRADA
ALPAMAYO,16,NAVE,1,0217- COSMOS AGENCIA MARITIMA SAC
ALTAIR SKY,17,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
AMANDA C,18,NAVE,1,5062- CALLS SHIPPING S.A.C.
AMBER ARROW,19,NAVE,1,8264- AGENCIAS UNIVERSALES PERU S.A.
AMSTERDAM EXPRESS,20,NAVE,7,7770- TRABAJOS MARITIMOS S.A.
ANDINO NU,21,NAVE,3,8264- AGENCIAS UNIVERSALES PERU S.A.
ANTIBES EXPRESS,22,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
ANTOFAGASTA EXPRESS,23,NAVE,6,7770- TRABAJOS MARITIMOS S.A.
APL ESPLANADE,24,NAVE,3,5074- IAN TAYLOR AGENCIAS S.A.C.
AQUARIUS LEADER,25,NAVE,1,3453- TRANSMERIDIAN S.A.C.
ARALIA,26,NAVE,1,7652- SERPAC PORTUARIA S.A.C.
ARCTOS,27,NAVE,1,5013- MARITIMA MERCANTIL SOCIEDAD ANONIMA CERRADA
ARIANE MAKARA,28,NAVE,3,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
ARSOS,29,NAVE,1,5061- CITIKOLD DEL PERU S.A.C.
AS ANNE,30,NAVE,6,5074- IAN TAYLOR AGENCIAS S.A.C.
AS SARA,31,NAVE,1,5030- MAERSK LINE PERU S.A.C.
ASIAN TRUST,32,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
ASL CRYSTAL,33,NAVE,1,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
ATLANTIC OCEAN,34,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
AVANTI,35,NAVE,1,5013- MARITIMA MERCANTIL SOCIEDAD ANONIMA CERRADA
AVRA,36,NAVE,2,7770- TRABAJOS MARITIMOS S.A.
AZALEA GALAXY,37,NAVE,1,5050- EMPRESA MARITIMA B & M S.A.C.
AZTEC,38,NAVE,5,7743- REPRESENTAC.NAVIERAS Y ADUANERAS S.A.C
BALABAC ISLAND,39,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
BALLENITA,40,NAVE,3,5074- IAN TAYLOR AGENCIAS S.A.C.
BALTIC PETREL,41,NAVE,17,5009- TERMINALES PORTUARIOS PERUANOS SAC
BALUEIRO,42,NAVE,1,5010- MARITIMA DEL WORLD S.A.C.
BALUEIRO SEGUNDO,43,NAVE,1,5010- MARITIMA DEL WORLD S.A.C.
BANGKOK,44,NAVE,1,5022- COSCO SHIPPING LINES (PERU) S.A.
BARROW ISLAND,45,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
BBC ARKHANGELSK,46,NAVE,1,7652- SERPAC PORTUARIA S.A.C.
BBC FINLAND,47,NAVE,1,7652- SERPAC PORTUARIA S.A.C.
BBC GREENLAND,48,NAVE,1,7652- SERPAC PORTUARIA S.A.C.
BBC RAISE,49,NAVE,1,7652- SERPAC PORTUARIA S.A.C.
BBC SEBASTOPOL,50,NAVE,1,7652- SERPAC PORTUARIA S.A.C.
BBC UTAH,51,NAVE,1,7652- SERPAC PORTUARIA S.A.C.
BBG OCEAN,52,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
BELSOUTH,53,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
BERNINA,54,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
BILBAO KNUTSEN,55,NAVE,1,0217- COSMOS AGENCIA MARITIMA SAC
BLACKY,56,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
BOCHEM LONDON,57,NAVE,2,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
BOCHEM WALVIS BAY,58,NAVE,4,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
BOLICHE,59,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
BOMAR PRAIA,60,NAVE,2,5074- IAN TAYLOR AGENCIAS S.A.C.
BOSTON HARMONY,61,NAVE,1,5062- CALLS SHIPPING S.A.C.
BOW CONDOR,62,NAVE,19,5050- EMPRESA MARITIMA B & M S.A.C.
BOW HECTOR,63,NAVE,2,7652- SERPAC PORTUARIA S.A.C.
BOW PRECISION,64,NAVE,1,7652- SERPAC PORTUARIA S.A.C.
BOX ENDURANCE,65,NAVE,7,0217- COSMOS AGENCIA MARITIMA SAC
BUENAVENTURA EXPRESS,66,NAVE,2,7770- TRABAJOS MARITIMOS S.A.
BUENOS AIRES EXPRESS,67,NAVE,5,7770- TRABAJOS MARITIMOS S.A.
BUNUN CHAMPION,68,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CABO FROWARD,69,NAVE,1,7743- REPRESENTAC.NAVIERAS Y ADUANERAS S.A.C
CABO MISAKI,70,NAVE,1,7743- REPRESENTAC.NAVIERAS Y ADUANERAS S.A.C
CAIPIRINHA,71,NAVE,1,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
CALLAO EXPRESS,72,NAVE,7,7770- TRABAJOS MARITIMOS S.A.
CAP ANDREAS,73,NAVE,1,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
CAPE AKRITAS,74,NAVE,4,3402- MEDITERRANEAN SHIPPING COMPANY DEL PERU SAC
CAPE BRUNO,75,NAVE,10,7770- TRABAJOS MARITIMOS S.A.
CAPE KORTIA,76,NAVE,2,3402- MEDITERRANEAN SHIPPING COMPANY DEL PERU SAC
CAPE SCOTT,77,NAVE,4,5074- IAN TAYLOR AGENCIAS S.A.C.
CAPE SOUNIO,78,NAVE,11,3402- MEDITERRANEAN SHIPPING COMPANY DEL PERU SAC
CAPE TAINARO,79,NAVE,8,3402- MEDITERRANEAN SHIPPING COMPANY DEL PERU SAC
CAROLINE MAERSK,80,NAVE,3,5030- MAERSK LINE PERU S.A.C.
CARSTEN MAERSK,81,NAVE,3,5030- MAERSK LINE PERU S.A.C.
CARTIER,82,NAVE,1,5013- MARITIMA MERCANTIL SOCIEDAD ANONIMA CERRADA
CASTILLO DE SANTISTEBAN,83,NAVE,1,0217- COSMOS AGENCIA MARITIMA SAC
CAUQUENES,84,NAVE,4,7770- TRABAJOS MARITIMOS S.A.
CAUTIN,85,NAVE,4,7770- TRABAJOS MARITIMOS S.A.
CD CALLAO,86,NAVE,2,7770- TRABAJOS MARITIMOS S.A.
CENA FAITH,87,NAVE,4,5062- CALLS SHIPPING S.A.C.
CHANG HANG HUI HAI,88,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CHANG SHAN HAI,89,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CHANTAL,90,NAVE,1,7743- REPRESENTAC.NAVIERAS Y ADUANERAS S.A.C
CHARISMA.GR,91,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CHARLOTTE MAERSK,92,NAVE,2,5030- MAERSK LINE PERU S.A.C.
CHASTINE MAERSK,93,NAVE,1,5030- MAERSK LINE PERU S.A.C.
CHEM HOUSTON,94,NAVE,1,5050- EMPRESA MARITIMA B & M S.A.C.
CHEMSTAR RIVER,95,NAVE,2,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
CHEVAL BLANC,96,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CHILOE ISLAND,97,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CHRISTINA SELMER,98,NAVE,1,5062- CALLS SHIPPING S.A.C.
CIELO DI HANOI,99,NAVE,2,7743- REPRESENTAC.NAVIERAS Y ADUANERAS S.A.C
CISNES,100,NAVE,2,7770- TRABAJOS MARITIMOS S.A.
CLIFFORD MAERSK,101,NAVE,2,5030- MAERSK LINE PERU S.A.C.
CLIPPER KALAVRYTA,102,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CMA CGM ALASKA,103,NAVE,2,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM ALEXANDER VON HUM,104,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM ARGENTINA,105,NAVE,3,5030- MAERSK LINE PERU S.A.C.
CMA CGM ARKANSAS,106,NAVE,5,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM BALBOA,107,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM BEIRA,108,NAVE,9,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM CARL ANTOINE,109,NAVE,7,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM CHENNAI,110,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM COCHIN,111,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM DIGNITY,112,NAVE,3,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM ESTELLE,113,NAVE,6,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM IGUACU,114,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM INTEGRITY,115,NAVE,2,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM J. ADAMS,116,NAVE,3,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM JACQUES JOSEPH,117,NAVE,4,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM LIBERTY,118,NAVE,3,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM MALTA,119,NAVE,11,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM MUNDRA,120,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM NAVEGANTES,121,NAVE,3,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM NEVA,122,NAVE,8,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM NEVADA,123,NAVE,5,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM OHIO,124,NAVE,5,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM OSIRIS,125,NAVE,2,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM PREGOLIA,126,NAVE,8,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM PRIDE,127,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM PUERTO ANTIOQUIA,128,NAVE,10,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM TUTICORIN,129,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM URAL,130,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
CMA CGM ZEPHYR,131,NAVE,2,5074- IAN TAYLOR AGENCIAS S.A.C.
COCHRANE,132,NAVE,2,7770- TRABAJOS MARITIMOS S.A.
CONCON TRADER,133,NAVE,1,7743- REPRESENTAC.NAVIERAS Y ADUANERAS S.A.C
CONDOR BILBAO,134,NAVE,1,5050- EMPRESA MARITIMA B & M S.A.C.
CONDOR PATAGONIA,135,NAVE,1,5050- EMPRESA MARITIMA B & M S.A.C.
CONDOR VALPARAISO,136,NAVE,2,5050- EMPRESA MARITIMA B & M S.A.C.
CONON,137,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CONSTANTIA,138,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CONTSHIP FOX,139,NAVE,2,5059- MERCATOR PERU - OPERADOR LOGISTICO S.A.C.
COPIAPO,140,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CORNELIUS MAERSK,141,NAVE,3,5030- MAERSK LINE PERU S.A.C.
COSCO ASIA,142,NAVE,4,5022- COSCO SHIPPING LINES (PERU) S.A.
COSCO PRINCE RUPERT,143,NAVE,4,5022- COSCO SHIPPING LINES (PERU) S.A.
COSCO SAO PAULO,144,NAVE,2,5022- COSCO SHIPPING LINES (PERU) S.A.
COSCO SHIPPING VOLGA,145,NAVE,10,5022- COSCO SHIPPING LINES (PERU) S.A.
COSTA AZUL DOS,146,NAVE,1,3232- TRANS-PERU SHIPPING S.A.C.
COSTA AZUL UNO,147,NAVE,2,3232- TRANS-PERU SHIPPING S.A.C.
COYHAIQUE,148,NAVE,3,7770- TRABAJOS MARITIMOS S.A.
CRIMSON DELIGHT,149,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CRIMSON GLORY,150,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CS ONSAN,151,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
CSCL ASIA,152,NAVE,4,5022- COSCO SHIPPING LINES (PERU) S.A.
CSCL AUTUMN,153,NAVE,4,5022- COSCO SHIPPING LINES (PERU) S.A.
CSCL SPRING,154,NAVE,1,5022- COSCO SHIPPING LINES (PERU) S.A.
CSCL WINTER,155,NAVE,3,5022- COSCO SHIPPING LINES (PERU) S.A.
CYPRESS GALAXY,156,NAVE,2,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
CZECH,157,NAVE,2,7770- TRABAJOS MARITIMOS S.A.
DALARNA,158,NAVE,1,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
DALI,159,NAVE,2,5030- MAERSK LINE PERU S.A.C.
DARYA CHAND,160,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
DEMETER LEADER,161,NAVE,1,3453- TRANSMERIDIAN S.A.C.
DENSA PUMA,162,NAVE,1,5062- CALLS SHIPPING S.A.C.
DIMITRIS C,163,NAVE,2,5074- IAN TAYLOR AGENCIAS S.A.C.
DRACO FAITH,164,NAVE,3,0217- COSMOS AGENCIA MARITIMA SAC
DUBLIN EXPRESS,165,NAVE,2,7770- TRABAJOS MARITIMOS S.A.
DYNA FORTUNE,166,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
EDISON,167,NAVE,3,5074- IAN TAYLOR AGENCIAS S.A.C.
ELISABETH OLDENDORFF,168,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
ELITE FAITH,169,NAVE,3,5062- CALLS SHIPPING S.A.C.
EM SPETSES,170,NAVE,7,0217- COSMOS AGENCIA MARITIMA SAC
ERIDANUS LEADER,171,NAVE,1,3453- TRANSMERIDIAN S.A.C.
ERVING,172,NAVE,3,5074- IAN TAYLOR AGENCIAS S.A.C.
ES INTEGRITY,173,NAVE,1,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
ESSENCE,174,NAVE,2,5059- MERCATOR PERU - OPERADOR LOGISTICO S.A.C.
ESTEEM SANGO,175,NAVE,2,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
EVA SHANGHAI,176,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
EVER ENVOY,177,NAVE,2,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER FOND,178,NAVE,1,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER LADEN,179,NAVE,3,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER LAMBENT,180,NAVE,3,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER LAWFUL,181,NAVE,3,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER LEGACY,182,NAVE,3,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER LIBRA,183,NAVE,1,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER LISSOME,184,NAVE,1,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER LOADING,185,NAVE,1,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER LOYAL,186,NAVE,4,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER LUCID,187,NAVE,2,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER LUNAR,188,NAVE,3,5009- TERMINALES PORTUARIOS PERUANOS SAC
EVER LYRIC,189,NAVE,3,5009- TERMINALES PORTUARIOS PERUANOS SAC
EXTREMADURA KNUTSEN,190,NAVE,1,0217- COSMOS AGENCIA MARITIMA SAC
FAIRCHEM TIGER,191,NAVE,1,8264- AGENCIAS UNIVERSALES PERU S.A.
FEDERAL CARIBOU,192,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
FEDERAL DART,193,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
FEDERAL SKEENA,194,NAVE,1,5062- CALLS SHIPPING S.A.C.
FEDRA.GR,195,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
FELICIA K,196,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
FIRMAMENT ACE,197,NAVE,1,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
FLORA K,198,NAVE,1,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
FM PROSPERITY,199,NAVE,3,0217- COSMOS AGENCIA MARITIMA SAC
FORT DESAIX,200,NAVE,7,5030- MAERSK LINE PERU S.A.C.
GALILEO,201,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
GAUJA,202,NAVE,1,5049- ISS MARINE SERVICES S.A.C-ISSMS S.A.C
GINGA COUGAR,203,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
GINGA LIGER,204,NAVE,1,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
GINGA PANTHER,205,NAVE,1,5074- IAN TAYLOR AGENCIAS S.A.C.
GINGA PUMA,206,NAVE,2,5074- IAN TAYLOR AGENCIAS S.A.C.
GLOBAL ROSE,207,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
GLOBAL SPLENDOUR,208,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
GLORIA FIGUEROA,209,NAVE,1,3232- TRANS-PERU SHIPPING S.A.C.
GLOVIS COSMOS,210,NAVE,1,8264- AGENCIAS UNIVERSALES PERU S.A.
GLOVIS MELODY,211,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
GLOVIS STELLA,212,NAVE,1,8264- AGENCIAS UNIVERSALES PERU S.A.
GOBY,213,NAVE,1,5050- EMPRESA MARITIMA B & M S.A.C.
GOLIATH LEADER,214,NAVE,1,3453- TRANSMERIDIAN S.A.C.
GRAND HERO,215,NAVE,1,8264- AGENCIAS UNIVERSALES PERU S.A.
GRAND LEGACY,216,NAVE,1,3453- TRANSMERIDIAN S.A.C.
GRAVITY HIGHWAY,217,NAVE,1,8264- AGENCIAS UNIVERSALES PERU S.A.
GREAT COSMOS,218,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
GREEN PEARL,219,NAVE,1,8264- AGENCIAS UNIVERSALES PERU S.A.
GREENWING,220,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
GSL ELEFTHERIA,221,NAVE,2,5030- MAERSK LINE PERU S.A.C.
GUARDIAN LEADER,222,NAVE,1,3453- TRANSMERIDIAN S.A.C.
GUAYAQUIL EXPRESS,223,NAVE,8,7770- TRABAJOS MARITIMOS S.A.
H CYGNUS,224,NAVE,8,0217- COSMOS AGENCIA MARITIMA SAC
H MERCURY,225,NAVE,8,0217- COSMOS AGENCIA MARITIMA SAC
HAMBURG TEAM,226,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
HAMMONIA HUSUM,227,NAVE,2,5030- MAERSK LINE PERU S.A.C.
HANG JUN 6009,228,NAVE,1,5072- ESTELA SHIPPING PERU S.A.C.
HANSA HORNEBURG,229,NAVE,15,5061- CITIKOLD DEL PERU S.A.C.
HANSA SIEGBURG,230,NAVE,2,5059- MERCATOR PERU - OPERADOR LOGISTICO S.A.C.
HELENA K,231,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
HELLE RITSCHER,232,NAVE,14,5061- CITIKOLD DEL PERU S.A.C.
HEMISFERIO NORTE,233,NAVE,1,5010- MARITIMA DEL WORLD S.A.C.
HENG HUI 6,234,NAVE,1,5022- COSCO SHIPPING LINES (PERU) S.A.
HEROIC LEADER,235,NAVE,2,3453- TRANSMERIDIAN S.A.C.
HIGH FIDELITY,236,NAVE,1,5013- MARITIMA MERCANTIL SOCIEDAD ANONIMA CERRADA
HINOKI,237,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
HMM BLESSING,238,NAVE,3,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
HORIZON RAY,239,NAVE,1,8264- AGENCIAS UNIVERSALES PERU S.A.
HUELVA KNUTSEN,240,NAVE,3,0217- COSMOS AGENCIA MARITIMA SAC
HYUNDAI JUPITER,241,NAVE,1,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
HYUNDAI PLUTO,242,NAVE,1,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
HYUNDAI SATURN,243,NAVE,3,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
IMAVERE,244,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
INDIGO FLORA,245,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
INDUSTRIAL CONFIDENCE,246,NAVE,2,5009- TERMINALES PORTUARIOS PERUANOS SAC
INTERLINK CELERITY,247,NAVE,1,5062- CALLS SHIPPING S.A.C.
INTERLINK FORTUITY,248,NAVE,1,5062- CALLS SHIPPING S.A.C.
IRIS EXPRESS,249,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
ISTANBUL EXPRESS,250,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
ITAJAI EXPRESS,251,NAVE,4,7770- TRABAJOS MARITIMOS S.A.
JENS MAERSK,252,NAVE,20,5030- MAERSK LINE PERU S.A.C.
JEPPESEN MAERSK,253,NAVE,20,5030- MAERSK LINE PERU S.A.C.
JIN RONG,254,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
JIN XIANG,255,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
JPO LIBRA,256,NAVE,6,5030- MAERSK LINE PERU S.A.C.
JPO PISCES,257,NAVE,3,5030- MAERSK LINE PERU S.A.C.
KAIO MARU NO. 108,258,NAVE,1,7668- GYOREN DEL PERU S.A.C.
KAIO MARU NO. 81,259,NAVE,1,7668- GYOREN DEL PERU S.A.C.
KK PROGRESSION,260,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
KOOL BALTIC,261,NAVE,1,0217- COSMOS AGENCIA MARITIMA SAC
KOTA CARUM,262,NAVE,4,3453- TRANSMERIDIAN S.A.C.
KOTA CEMPAKA,263,NAVE,1,3453- TRANSMERIDIAN S.A.C.
KOTA MANZANILLO,264,NAVE,2,3453- TRANSMERIDIAN S.A.C.
KOTA PUSAKA,265,NAVE,3,3453- TRANSMERIDIAN S.A.C.
KOTA SALAM,266,NAVE,1,3453- TRANSMERIDIAN S.A.C.
KOTA SEJARAH,267,NAVE,2,3453- TRANSMERIDIAN S.A.C.
KOTA SELAMAT,268,NAVE,1,3453- TRANSMERIDIAN S.A.C.
KUALA LUMPUR EXPRESS,269,NAVE,2,7770- TRABAJOS MARITIMOS S.A.
LAKE COMO,270,NAVE,1,0217- COSMOS AGENCIA MARITIMA SAC
LANGENESS,271,NAVE,2,5059- MERCATOR PERU - OPERADOR LOGISTICO S.A.C.
LAUREL ISLAND,272,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
LAVRAKI,273,NAVE,3,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
LENA,274,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
LIMARI,275,NAVE,1,7770- TRABAJOS MARITIMOS S.A.
LIVERPOOL STRAIT,276,NAVE,1,5062- CALLS SHIPPING S.A.C.
LNG ABALAMABIE,277,NAVE,1,0217- COSMOS AGENCIA MARITIMA SAC
LNG PROSPERITY,278,NAVE,1,0217- COSMOS AGENCIA MARITIMA SAC
LNGSHIPS MANHATTAN,279,NAVE,1,0217- COSMOS AGENCIA MARITIMA SAC
LONG BEACH EXPRESS,280,NAVE,2,7770- TRABAJOS MARITIMOS S.A.
LUCHOW,281,NAVE,1,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
LUMPHINI PARK,282,NAVE,2,5041- TRANSTOTAL AGENCIA MARITIMA S.A.
MAERSK ACADIA,283,NAVE,4,5030- MAERSK LINE PERU S.A.C.
MAERSK BALI,284,NAVE,4,5030- MAERSK LINE PERU S.A.C.
MAERSK BATAM,285,NAVE,3,5030- MAERSK LINE PERU S.A.C.
MAERSK BATUR,286,NAVE,6,5030- MAERSK LINE PERU S.A.C.
MAERSK BINTAN,287,NAVE,4,5030- MAERSK LINE PERU S.A.C.
MAERSK BISCAYNE,288,NAVE,4,5030- MAERSK LINE PERU S.A.C.
MAERSK BRANI,289,NAVE,6,5030- MAERSK LINE PERU S.A.C.
MAERSK BRATAN,290,NAVE,5,5030- MAERSK LINE PERU S.A.C.
MAERSK BULAN,291,NAVE,4,5030- MAERSK LINE PERU S.A.C.
MAERSK BUTON,292,NAVE,2,5030- MAERSK LINE PERU S.A.C.
MAERSK EDIRNE,293,NAVE,1,5030- MAERSK LINE PERU S.A.C.
MAERSK EVERGLADES,294,NAVE,5,5030- MAERSK LINE PERU S.A.C.
MAERSK HERRERA,295,NAVE,1,5030- MAERSK LINE PERU S.A.C.
MAERSK LABERINTO,296,NAVE,3,5030- MAERSK LINE PERU S.A.C.
MAERSK LABREA,297,NAVE,1,5030- MAERSK LINE PERU S.A.C.
MAERSK LAUNCESTON,298,NAVE,7,5030- MAERSK LINE PERU S.A.C.
MAERSK LIMA,299,NAVE,3,5030- MAERSK LINE PERU S.A.C.
MAERSK LONDRINA,300,NAVE,1,5030- MAERSK LINE PERU S.A.C.
MAERSK SALINA,301,NAVE,1,5030- MAERSK LINE PERU S.A.C.
